"winner","avg_rating","rating_category","white_bishop_rem","white_knight_rem","white_pawn_rem","white_queen_rem","white_rook_rem","black_bishop_rem","black_knight_rem","black_pawn_rem","black_queen_rem","black_rook_rem"
"black",1500.5,"ClassC","1","1","6","0","2","0","1","5","0","2"
"black",1531,"ClassC","2","1","7","1","2","0","2","6","1","1"
"black",1586.5,"ClassC","0","0","4","0","1","0","0","4","0","0"
"white",1523,"ClassC","0","0","3","0","0","0","1","3","0","0"
"white",1466,"ClassC","2","0","4","0","1","1","1","6","1","1"
"white",1614.5,"ClassB","1","2","6","1","1","1","1","8","1","2"
"black",1744,"ClassB","0","0","5","1","2","0","1","4","0","1"
"white",1661.5,"ClassB","1","1","5","0","2","1","1","5","1","2"
"white",1602.5,"ClassB","1","0","4","0","0","1","1","5","0","0"
"black",1567,"ClassC","0","1","3","1","2","0","0","5","1","2"
"black",1528.5,"ClassC","0","1","7","1","2","1","0","7","1","1"
"black",1542,"ClassC","0","0","2","0","1","0","0","1","0","0"
"white",1620,"ClassB","0","0","5","0","1","0","0","6","0","1"
"black",1545,"ClassC","0","0","4","1","0","0","0","2","0","2"
"black",1545.5,"ClassC","0","1","6","1","0","1","0","5","1","0"
"white",1584.5,"ClassC","0","0","4","1","1","1","0","3","1","2"
"white",1497.5,"ClassC","1","0","3","0","1","0","0","6","0","2"
"white",1639.5,"ClassB","0","0","2","0","0","0","0","2","1","0"
"white",1639.5,"ClassB","1","0","6","1","0","0","0","5","1","1"
"white",1639.5,"ClassB","0","1","8","0","2","1","0","8","1","2"
"white",1505.5,"ClassC","0","0","0","0","0","1","0","5","0","1"
"black",1509,"ClassC","0","0","5","0","0","0","0","2","0","0"
"white",1564,"ClassC","0","0","2","0","2","1","0","2","0","0"
"black",1539.5,"ClassC","0","1","6","0","2","1","0","6","0","1"
"white",1531,"ClassC","0","0","5","1","2","1","1","6","0","2"
"black",1615,"ClassB","1","1","5","1","2","2","2","4","1","2"
"white",1564.5,"ClassC","0","0","4","0","0","0","1","5","0","0"
"black",852.5,"Rookie","2","2","6","1","2","2","2","5","1","2"
"white",1217,"ClassD","2","2","8","1","2","2","2","7","1","2"
"black",1187,"Novice","1","1","6","0","2","0","2","4","0","0"
"white",1090,"Novice","0","1","4","0","1","0","2","7","1","2"
"white",1237.5,"ClassD","0","0","4","0","2","1","0","8","1","2"
"black",1266.5,"ClassD","0","0","4","0","0","0","0","0","0","0"
"white",1368,"ClassD","1","2","4","0","2","2","1","8","1","2"
"white",1086.5,"Novice","0","0","5","0","2","0","1","5","0","2"
"black",993.5,"Novice","0","0","2","0","0","0","0","0","0","0"
"black",1025,"Novice","2","0","5","1","2","1","1","5","1","2"
"black",1005,"Novice","1","1","4","1","2","0","0","4","1","2"
"white",1025.5,"Novice","0","0","3","1","0","0","0","1","1","0"
"black",1057.5,"Novice","1","0","2","0","0","0","0","1","0","0"
"white",1116,"Novice","0","0","6","0","2","1","1","7","0","2"
"white",1066.5,"Novice","0","0","6","1","1","1","1","8","1","2"
"white",1121,"Novice","0","0","4","1","1","1","1","4","1","1"
"white",1030,"Novice","0","0","2","0","0","1","1","2","1","0"
"white",1097.5,"Novice","1","1","5","1","0","1","0","7","1","2"
"white",1060.5,"Novice","0","0","3","0","2","0","0","3","1","0"
"white",1036.5,"Novice","1","1","5","0","2","2","0","4","1","1"
"draw",1085,"Novice","0","0","0","0","0","0","1","1","0","0"
"black",1079,"Novice","2","1","7","1","2","1","2","8","0","2"
"white",1039,"Novice","2","1","7","0","2","1","2","7","1","2"
"black",1059,"Novice","0","0","7","1","2","1","0","6","1","0"
"black",1098.5,"Novice","1","2","4","0","2","1","1","5","0","1"
"white",1019,"Novice","1","1","6","1","2","1","1","8","1","2"
"black",1105,"Novice","0","1","5","1","1","1","1","4","0","1"
"black",1090,"Novice","2","0","2","1","1","1","0","6","0","1"
"draw",1155,"Novice","0","0","3","1","1","0","0","6","1","1"
"white",1091.5,"Novice","1","2","7","1","2","2","1","8","1","2"
"white",1086.5,"Novice","1","0","1","0","0","0","0","5","1","0"
"black",1086.5,"Novice","1","1","8","1","2","1","0","6","0","2"
"black",1087,"Novice","0","0","3","0","1","0","0","1","0","0"
"black",1016,"Novice","0","0","3","0","0","0","0","1","0","0"
"white",1070.5,"Novice","0","1","5","0","0","0","1","4","1","2"
"white",1060.5,"Novice","0","0","2","0","1","0","0","4","0","1"
"black",1089.5,"Novice","2","2","7","1","2","1","1","8","1","2"
"white",1071.5,"Novice","1","0","4","0","1","0","0","5","0","1"
"black",1091,"Novice","1","0","3","0","1","0","0","0","0","0"
"black",1085,"Novice","1","1","6","0","2","2","0","4","0","2"
"black",1085,"Novice","1","2","5","0","2","2","0","7","0","2"
"black",1079,"Novice","1","0","4","0","1","0","0","2","0","0"
"black",1213.5,"ClassD","0","1","7","0","2","1","0","7","0","2"
"black",1221,"ClassD","0","0","3","1","1","1","0","2","1","0"
"white",1238,"ClassD","1","0","3","0","0","1","0","5","0","2"
"black",1177.5,"Novice","2","2","6","0","2","2","1","6","0","2"
"black",1474,"ClassC","0","1","3","0","1","0","0","3","0","0"
"white",1474,"ClassC","2","2","6","1","2","2","2","8","1","2"
"black",1474,"ClassC","1","2","8","1","2","2","1","7","1","2"
"draw",1347,"ClassD","1","0","4","0","0","1","0","3","0","0"
"black",1356,"ClassD","0","0","0","0","1","0","0","0","0","0"
"black",1347,"ClassD","2","0","4","0","1","2","0","4","0","0"
"white",1420,"ClassC","2","0","6","0","1","1","2","4","0","1"
"black",1361.5,"ClassD","2","1","7","1","2","1","1","6","1","2"
"black",1350.5,"ClassD","1","0","4","0","2","0","0","2","0","0"
"white",1361,"ClassD","2","1","7","0","0","2","2","6","0","1"
"draw",1361,"ClassD","2","2","8","1","2","2","2","8","1","2"
"black",1338,"ClassD","0","0","1","0","1","0","0","4","0","1"
"black",1360.5,"ClassD","2","2","7","1","2","2","2","6","1","2"
"black",1401,"ClassC","0","0","4","0","2","0","0","3","0","1"
"white",1309.5,"ClassD","0","2","4","0","2","0","0","5","1","2"
"white",1362.5,"ClassD","0","0","6","0","1","2","1","5","0","1"
"white",1441.5,"ClassC","2","0","6","1","1","1","1","3","1","2"
"white",1297,"ClassD","0","0","4","0","1","0","0","4","0","2"
"black",1419,"ClassC","0","1","4","0","2","0","0","3","0","1"
"black",1471.5,"ClassC","1","1","6","0","2","0","0","4","0","2"
"white",1450,"ClassC","1","0","5","1","1","0","0","4","1","2"
"black",1440.5,"ClassC","0","1","5","1","1","0","0","5","0","2"
"white",1447.5,"ClassC","1","0","7","1","1","1","1","7","1","1"
"black",1455.5,"ClassC","1","0","4","1","1","0","1","4","0","0"
"black",1457.5,"ClassC","2","1","3","1","1","1","1","5","1","1"
"white",1450,"ClassC","1","0","5","0","0","0","0","6","0","2"
"draw",1426,"ClassC","1","0","4","0","0","1","0","4","0","0"
"white",1441.5,"ClassC","0","0","2","0","0","1","0","3","1","0"
"black",1444,"ClassC","1","0","4","0","0","0","0","3","0","0"
"white",1490,"ClassC","1","1","6","0","2","2","0","8","0","2"
"white",1424,"ClassC","0","0","4","0","0","1","0","4","0","1"
"black",1446,"ClassC","1","1","3","1","2","1","0","4","1","2"
"black",1446.5,"ClassC","2","1","5","1","2","1","1","5","1","2"
"white",1498,"ClassC","0","0","3","0","1","0","0","3","0","2"
"white",1492.5,"ClassC","0","1","6","1","2","0","2","4","1","2"
"black",1479,"ClassC","0","0","4","0","1","0","0","2","0","1"
"white",1507.5,"ClassC","2","1","5","0","2","0","2","5","1","2"
"black",1479.5,"ClassC","1","0","4","0","0","0","0","3","0","0"
"black",1503.5,"ClassC","0","0","4","0","2","0","0","4","0","1"
"black",1472.5,"ClassC","1","0","5","1","1","1","0","4","1","1"
"white",1445.5,"ClassC","1","1","3","1","2","2","0","6","1","2"
"black",1594.5,"ClassC","2","1","7","1","2","1","1","7","1","1"
"black",1470,"ClassC","0","0","5","1","2","1","0","4","1","0"
"white",1447,"ClassC","1","1","7","1","2","1","2","7","1","2"
"white",861,"Rookie","1","2","6","0","2","2","2","6","1","2"
"black",871.5,"Rookie","1","2","6","1","2","1","2","6","0","2"
"white",992,"Novice","1","1","6","0","2","2","1","6","1","2"
"black",998.5,"Novice","2","2","4","0","2","1","1","4","0","1"
"white",991,"Novice","2","2","8","1","2","2","2","7","1","2"
"white",1031,"Novice","0","1","3","0","0","2","2","5","1","2"
"black",1015.5,"Novice","1","2","6","1","2","2","1","6","1","1"
"white",1199,"Novice","2","1","5","0","2","2","1","5","1","2"
"draw",2060.5,"Expert","0","0","1","0","0","0","0","0","0","0"
"black",2060.5,"Expert","1","1","5","0","1","0","1","5","0","2"
"black",1800,"ClassA","1","1","5","1","1","0","0","5","1","2"
"black",1889,"ClassA","2","2","6","1","2","2","1","8","1","1"
"white",1934.5,"ClassA","2","2","5","0","2","2","2","5","1","2"
"black",1934.5,"ClassA","1","1","6","0","2","0","2","6","0","1"
"draw",1816,"ClassA","0","0","2","0","0","0","0","2","0","0"
"black",1710,"ClassB","2","0","6","1","2","0","1","3","1","2"
"white",1751,"ClassB","2","2","5","1","1","2","2","6","1","1"
"white",1717,"ClassB","2","1","4","1","2","1","1","6","1","2"
"black",1808.5,"ClassA","1","1","6","1","2","1","0","4","1","2"
"white",1779.5,"ClassB","1","1","5","0","2","2","0","5","0","2"
"black",1721,"ClassB","0","0","2","0","0","0","0","0","0","1"
"black",1716,"ClassB","2","1","7","1","2","1","2","7","1","2"
"white",1672,"ClassB","0","1","6","0","1","0","0","7","0","2"
"white",1750.5,"ClassB","2","2","6","1","2","2","2","7","1","2"
"black",1689.5,"ClassB","0","1","6","1","1","0","1","4","1","0"
"black",1205,"ClassD","1","1","5","1","2","1","0","4","0","1"
"white",1205,"ClassD","1","0","2","0","0","1","0","8","1","2"
"white",1291.5,"ClassD","1","2","8","1","2","2","2","7","1","2"
"black",1291.5,"ClassD","0","1","8","1","2","1","1","5","0","1"
"white",1113.5,"Novice","0","0","2","0","0","2","2","5","0","2"
"white",1135,"Novice","1","2","4","0","2","1","1","7","1","2"
"draw",1135,"Novice","0","2","5","1","2","0","0","3","0","0"
"draw",1135,"Novice","2","2","4","1","1","0","0","0","0","0"
"white",1135,"Novice","0","0","1","0","0","2","0","3","0","2"
"draw",1135,"Novice","0","0","0","0","0","2","1","4","0","1"
"black",1135,"Novice","1","0","4","0","1","0","0","2","0","0"
"black",1135,"Novice","1","0","2","0","2","0","0","2","0","0"
"white",1135,"Novice","2","0","6","0","1","0","1","5","1","2"
"black",1135,"Novice","1","1","6","1","2","1","1","5","0","2"
"white",1135,"Novice","0","0","3","0","1","2","1","5","0","1"
"black",1135,"Novice","1","2","5","1","2","1","1","4","1","0"
"draw",1135,"Novice","1","1","3","1","1","2","1","6","1","1"
"black",974.5,"Novice","0","0","5","1","1","2","1","5","1","1"
"black",1196.5,"Novice","2","1","5","1","2","2","0","5","0","2"
"black",1160.5,"Novice","1","2","6","1","2","1","0","7","0","0"
"white",1205,"ClassD","0","0","4","0","1","1","1","5","1","2"
"black",1380,"ClassD","1","0","3","0","2","0","0","3","1","1"
"white",1172.5,"Novice","0","0","1","1","0","0","1","2","0","2"
"black",1119,"Novice","0","0","2","0","0","0","0","1","0","0"
"black",1132,"Novice","0","0","3","1","2","0","0","3","0","0"
"black",1139.5,"Novice","1","0","6","1","0","0","0","3","1","0"
"white",1128,"Novice","0","0","0","0","0","0","1","3","0","1"
"black",1069.5,"Novice","0","1","5","0","2","0","0","3","0","0"
"black",1007,"Novice","1","2","4","0","2","0","2","4","0","1"
"black",1213,"ClassD","0","0","3","0","2","1","0","1","0","1"
"draw",1044.5,"Novice","2","0","7","0","2","1","1","7","0","2"
"black",1207,"ClassD","1","0","7","0","1","0","1","7","0","0"
"white",1199,"Novice","0","0","1","0","0","0","1","3","0","2"
"black",1254,"ClassD","1","0","6","0","2","0","0","6","0","0"
"white",1281,"ClassD","0","0","3","0","1","1","2","6","1","2"
"black",1434,"ClassC","1","2","6","1","2","0","0","3","0","1"
"white",1067,"Novice","0","0","4","0","0","1","0","4","0","1"
"black",1256,"ClassD","1","0","4","0","1","1","0","3","0","2"
"black",946,"Novice","0","1","4","0","1","0","0","2","0","1"
"black",1175,"Novice","0","1","5","1","1","0","0","3","1","1"
"white",1269.5,"ClassD","1","1","6","1","1","2","0","6","1","2"
"black",997.5,"Novice","0","0","7","1","1","0","0","6","1","2"
"black",1407,"ClassC","0","0","3","0","1","0","0","2","0","1"
"black",1529,"ClassC","1","0","4","0","1","1","1","4","0","1"
"black",1410,"ClassC","0","1","8","1","2","1","0","6","1","2"
"white",1448.5,"ClassC","1","0","5","0","1","0","1","6","0","2"
"black",1448,"ClassC","0","0","2","0","2","0","0","0","0","2"
"white",1549.5,"ClassC","0","0","4","0","1","0","1","5","1","0"
"white",1198.5,"Novice","0","0","8","1","1","0","1","5","1","2"
"white",868,"Rookie","0","0","6","0","2","0","2","4","0","2"
"white",820,"Rookie","2","2","6","1","2","2","2","8","1","2"
"white",850.5,"Rookie","2","1","4","0","1","2","1","8","1","2"
"white",810,"Rookie","2","0","6","1","2","1","1","8","1","2"
"black",891.5,"Rookie","1","2","8","1","2","2","1","8","0","2"
"white",958,"Novice","2","2","8","0","2","2","2","8","1","2"
"black",930,"Novice","1","2","8","0","2","2","1","6","0","0"
"white",1158.5,"Novice","2","1","8","0","1","1","1","8","1","2"
"white",1016,"Novice","1","1","6","0","1","2","2","4","1","2"
"black",1072.5,"Novice","1","2","8","1","2","0","2","6","1","2"
"white",1305.5,"ClassD","2","1","6","1","2","2","2","7","1","2"
"white",1261,"ClassD","0","0","0","0","0","0","0","2","0","0"
"black",1136,"Novice","0","1","5","1","1","1","1","7","0","1"
"black",1295.5,"ClassD","1","2","7","1","2","2","1","6","1","2"
"black",1221,"ClassD","1","1","6","1","2","1","0","5","1","2"
"white",1242.5,"ClassD","1","1","4","1","2","2","1","3","1","2"
"white",1177.5,"Novice","1","0","5","1","0","0","1","6","1","1"
"black",1187,"Novice","0","0","1","0","0","0","0","0","0","0"
"white",1214.5,"ClassD","2","0","5","1","2","2","0","8","1","2"
"white",1203.5,"ClassD","1","0","7","1","1","1","1","6","1","2"
"white",1180,"Novice","0","0","4","0","1","0","0","1","1","0"
"black",1258,"ClassD","2","1","5","0","1","0","1","3","1","1"
"white",1208,"ClassD","1","2","6","1","2","2","1","8","1","2"
"white",1174,"Novice","2","1","6","1","2","1","1","6","1","2"
"white",1151,"Novice","1","0","7","1","2","2","1","6","1","2"
"white",1115.5,"Novice","2","2","6","1","2","2","2","6","1","2"
"black",1145,"Novice","1","1","5","0","2","0","0","3","0","1"
"white",1143,"Novice","2","1","6","0","2","2","2","7","0","2"
"black",1170.5,"Novice","1","1","4","1","0","1","1","5","0","0"
"white",1167.5,"Novice","2","1","6","0","2","1","1","7","1","2"
"white",1195.5,"Novice","2","2","5","0","2","1","2","5","1","2"
"draw",1195.5,"Novice","1","0","0","0","0","1","0","0","0","1"
"white",1207,"ClassD","1","0","4","0","1","0","0","4","0","2"
"black",1146.5,"Novice","0","1","4","0","2","0","1","4","0","1"
"black",1147.5,"Novice","0","0","1","0","1","1","0","1","0","1"
"white",1149,"Novice","1","0","5","1","1","2","1","4","0","1"
"black",1269.5,"ClassD","0","0","5","1","1","0","0","2","1","1"
"white",1571.5,"ClassC","1","0","6","0","2","1","0","6","1","2"
"black",1112.5,"Novice","2","2","7","1","2","2","2","4","1","2"
"white",1199,"Novice","1","2","6","0","2","2","1","7","1","2"
"white",1151,"Novice","0","0","6","0","1","0","0","7","1","1"
"white",1064.5,"Novice","0","1","4","1","1","0","2","4","1","0"
"black",1114.5,"Novice","2","1","6","1","2","2","1","6","0","2"
"white",1141.5,"Novice","2","2","6","0","2","2","2","8","1","2"
"black",1142.5,"Novice","1","1","8","1","2","1","1","8","1","2"
"white",1142.5,"Novice","0","0","4","0","1","1","0","2","0","2"
"white",1169.5,"Novice","2","1","8","1","2","2","2","7","1","2"
"black",1152.5,"Novice","2","1","4","1","2","2","1","6","1","2"
"white",1168,"Novice","0","0","8","0","2","1","0","7","1","2"
"black",1167,"Novice","0","0","1","0","0","0","0","0","0","0"
"white",1184.5,"Novice","0","0","2","0","1","1","0","3","0","1"
"black",1145.5,"Novice","0","0","1","0","1","0","0","1","0","1"
"white",1141,"Novice","0","1","5","0","2","0","0","6","0","2"
"black",1182,"Novice","2","2","4","1","2","0","1","5","1","2"
"black",1103,"Novice","0","0","6","0","0","0","0","0","0","0"
"white",1151,"Novice","0","0","0","0","0","0","0","3","0","1"
"white",1588.5,"ClassC","1","1","4","0","2","1","0","6","1","1"
"white",1533.5,"ClassC","0","0","2","1","1","0","1","5","1","1"
"black",1773.5,"ClassB","1","0","6","1","1","0","1","6","0","1"
"black",1439,"ClassC","1","1","5","1","1","0","0","5","0","2"
"white",1640.5,"ClassB","1","1","3","0","2","2","0","4","1","1"
"black",1757.5,"ClassB","0","2","6","1","1","1","2","5","1","0"
"black",1457.5,"ClassC","1","0","4","0","0","0","0","4","0","0"
"white",1388,"ClassD","2","2","6","1","2","2","2","5","1","2"
"black",1644,"ClassB","1","0","4","0","1","1","0","2","0","1"
"white",1600.5,"ClassB","2","2","7","1","2","2","2","7","1","2"
"black",1620,"ClassB","2","1","6","1","2","1","1","6","1","2"
"black",1616,"ClassB","2","2","5","1","1","2","0","4","1","2"
"black",1576,"ClassC","0","0","2","0","0","0","0","3","0","0"
"white",974.5,"Novice","2","1","7","1","2","2","2","7","1","2"
"black",970,"Novice","2","2","8","1","2","1","2","7","1","0"
"white",951.5,"Novice","2","2","6","1","1","1","2","6","1","2"
"black",922.5,"Novice","1","1","6","1","2","0","0","4","1","0"
"white",958,"Novice","1","0","5","0","2","2","0","5","0","2"
"black",841.5,"Rookie","2","2","7","1","2","1","2","6","0","1"
"white",1420,"ClassC","1","0","4","0","1","1","0","4","0","2"
"black",1182.5,"Novice","1","2","6","1","1","1","2","7","1","2"
"white",1173.5,"Novice","1","0","7","0","2","2","2","6","0","2"
"black",1277,"ClassD","1","1","4","1","2","0","0","3","1","2"
"black",1329,"ClassD","1","0","5","0","2","1","0","4","0","0"
"white",1285,"ClassD","0","0","0","0","0","0","0","3","1","0"
"white",1261.5,"ClassD","1","0","2","0","1","1","0","5","0","2"
"black",1157.5,"Novice","0","1","6","1","1","1","0","5","0","2"
"white",1223.5,"ClassD","0","0","7","1","2","1","2","5","1","2"
"black",1108.5,"Novice","2","1","4","1","1","0","1","4","0","2"
"white",1076.5,"Novice","1","1","6","0","1","1","2","5","1","1"
"black",1076.5,"Novice","0","0","1","0","0","0","0","2","0","1"
"black",1177.5,"Novice","1","2","7","1","2","1","1","7","1","2"
"white",976.5,"Novice","0","0","5","1","1","0","2","4","1","1"
"black",1326.5,"ClassD","0","0","2","0","1","0","0","1","0","0"
"white",1396,"ClassD","1","0","4","0","0","0","0","5","0","1"
"white",1448,"ClassC","0","0","3","0","1","0","1","5","0","1"
"white",1294.5,"ClassD","0","0","5","0","1","1","0","3","0","1"
"draw",1439.5,"ClassC","0","1","4","1","0","1","0","5","1","0"
"black",1418.5,"ClassC","0","1","5","0","2","0","0","4","0","2"
"white",1310,"ClassD","1","0","5","0","0","0","0","5","0","2"
"white",1311,"ClassD","0","0","5","0","0","2","2","4","0","2"
"black",1311,"ClassD","1","0","2","0","0","0","0","3","0","0"
"white",1375.5,"ClassD","0","1","2","0","0","0","0","4","0","2"
"black",1255.5,"ClassD","1","0","7","0","2","0","0","1","0","1"
"white",1347,"ClassD","1","0","3","0","2","0","0","5","1","2"
"white",1303.5,"ClassD","0","1","5","0","1","1","1","4","1","2"
"white",1306.5,"ClassD","0","0","2","0","0","0","1","5","0","2"
"white",1182.5,"Novice","1","2","6","1","2","2","1","8","1","2"
"white",1296.5,"ClassD","0","0","0","0","0","0","0","2","0","0"
"black",1295.5,"ClassD","0","1","4","0","1","0","0","4","0","1"
"black",1286.5,"ClassD","2","1","5","1","2","0","1","6","1","2"
"black",1288,"ClassD","1","0","5","1","1","1","0","4","1","1"
"white",1290.5,"ClassD","2","1","5","1","1","1","1","6","1","2"
"white",1274.5,"ClassD","0","0","5","0","0","0","0","4","0","1"
"black",1311.5,"ClassD","0","0","5","1","0","0","0","2","0","0"
"white",1356.5,"ClassD","0","0","6","0","2","0","0","5","0","2"
"white",1308,"ClassD","0","0","4","0","1","1","0","5","0","1"
"white",1384.5,"ClassD","1","0","5","0","0","2","1","6","1","2"
